# Hartl - Höllengebirge, Salzberg A - PCAB - ITRDB AUT116
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37478
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37478.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aut116-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aut116.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/aut116.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-17
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-17
#--------------------
# Title
#   Study_Name: Hartl - Höllengebirge, Salzberg A - PCAB - ITRDB AUT116
#--------------------
# Investigators
#   Investigators: Hartl, Claudia; Rothe, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: nan
#--------------------
# Publication
#   Authors: Hartl-Meier, C; C Zang; C Dittmar; J Esper; A Göttlein; A Rothe
#   Published_Date_or_Year: 2014
#   Published_Title: Vulnerability of Norway spruce to climate change in mountain forests of the European Alps
#   Journal_Name: Clim. Res.
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3354/cr01226
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Zang, Christian; Claudia Hartl-Meier; Christoph Dittmar; Andreas Rothe; Annette Menzel
#   Published_Date_or_Year: 2014
#   Published_Title: Patterns of drought tolerance in major European temperate forest trees: climatic drivers and levels of variability
#   Journal_Name: Glob Change Biol
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/gcb.12637
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Bavarian State Ministry for Food, Agriculture and Forestry
#   Grant: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:  EU program INTERREG 
#   Grant:   J00183
#--------------------
# Site_Information
#   Site_Name: Höllengebirge, Salzberg A
#   Location: Austria
#   Northernmost_Latitude: 47.81
#   Southernmost_Latitude: 47.81
#   Easternmost_Longitude: 13.59
#   Westernmost_Longitude: 13.59
#   Elevation_m: 1337
#--------------------
# Data_Collection
#   Collection_Name: AUT116
#   First_Year: 1779
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MWSA101C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA101C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA101O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA101O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA102C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA102C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA102O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA102O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA106C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA106C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA106O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA106O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA107C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA107C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA107O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA107O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA108C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA108C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA108O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA108O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA109C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA109C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA109O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA109O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA110C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA110C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA110O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA110O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA111C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA111C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA111O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA111O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA113C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA113C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA113O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA113O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA114C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA114C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSA114O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSA114O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MWSA101C_raw	MWSA101O_raw	MWSA102C_raw	MWSA102O_raw	MWSA106C_raw	MWSA106O_raw	MWSA107C_raw	MWSA107O_raw	MWSA108C_raw	MWSA108O_raw	MWSA109C_raw	MWSA109O_raw	MWSA110C_raw	MWSA110O_raw	MWSA111C_raw	MWSA111O_raw	MWSA113C_raw	MWSA113O_raw	MWSA114C_raw	MWSA114O_raw
1955	0.68	0.72	0.5	0.55	0.5	1.14	1.51	0.86	1.12	0.93	1.48	1.66	0.79	0.64	0.89	0.87	0.58	0.43	0.84	0.5
1956	0.76	0.55	0.46	0.48	0.39	0.82	1.12	0.78	0.96	0.71	1.15	1.32	0.7	0.43	0.7	0.64	0.54	0.34	0.73	0.41
1957	0.89	0.62	0.51	0.62	0.39	0.66	1.54	0.9	0.79	0.7	1.02	1.24	0.89	0.56	0.75	0.68	0.59	0.47	0.92	0.54
1958	0.6	0.47	0.35	0.36	0.43	0.72	1.07	0.74	0.84	0.58	1.12	1.15	0.81	0.53	0.89	0.87	0.57	0.46	0.86	0.42
1959	0.79	0.57	0.3	0.24	0.54	0.72	1.18	0.7	0.81	0.73	1.04	1.03	0.69	0.51	0.75	0.74	0.55	0.44	0.78	0.46
1960	0.63	0.4	0.39	0.35	0.45	0.59	1.02	0.65	0.64	0.66	0.81	0.77	0.71	0.48	0.58	0.74	0.64	0.53	0.94	0.53
1961	0.65	0.48	0.36	0.34	0.53	0.78	1.19	0.69	0.61	0.74	0.87	0.92	0.74	0.49	0.51	0.96	0.57	0.54	0.87	0.58
1962	0.58	0.44	0.38	0.38	0.57	0.75	1.36	0.77	0.66	0.81	0.87	1.38	0.76	0.47	0.42	0.9	0.64	0.64	0.89	0.59
1963	0.78	0.64	0.4	0.32	0.64	0.94	1.77	0.95	0.77	0.9	1.2	1.53	0.73	0.56	0.53	1.13	0.82	0.76	0.99	0.62
1964	0.53	0.47	0.33	0.26	0.56	0.82	1.43	0.71	0.89	0.96	1.35	1.51	0.71	0.57	0.45	1	0.82	0.66	0.82	0.57
1965	0.58	0.52	0.31	0.23	0.57	0.78	1.37	0.84	0.75	0.95	1.1	1.26	0.64	0.56	0.4	0.96	1.04	0.69	0.78	0.74
1966	0.66	0.57	0.41	0.38	0.56	0.74	1.2	0.79	0.84	1.08	1.13	1.11	0.73	0.49	0.5	1.08	1.18	0.79	0.83	0.75
1967	0.8	0.81	0.47	0.37	0.61	0.75	1.44	0.93	0.9	1.2	1.17	1.4	0.81	0.61	0.47	1.19	1.17	0.77	0.97	0.86
1968	0.8	0.67	0.49	0.37	0.5	0.98	1.38	0.87	0.99	1.12	1.17	1.35	0.8	0.55	0.56	1.12	1.16	0.8	0.93	0.61
1969	0.71	0.58	0.41	0.4	0.66	0.85	1.32	0.76	0.97	1.04	1.08	1.05	0.7	0.5	0.58	1.03	1.2	0.82	0.69	0.46
1970	0.71	0.58	0.53	0.46	0.54	0.73	1.49	0.8	0.91	0.92	1.02	1.2	0.65	0.56	0.47	0.97	1.4	0.86	0.7	0.53
1971	0.45	0.4	0.28	0.31	0.47	0.72	0.97	0.61	0.84	0.76	0.95	1.03	0.65	0.44	0.53	0.94	1.42	0.8	0.78	0.4
1972	0.62	0.59	0.39	0.28	0.57	0.7	1.05	0.62	0.77	0.74	1.19	1.09	0.6	0.48	0.49	0.84	1.23	0.88	0.59	0.47
1973	0.79	0.65	0.5	0.39	0.55	0.81	1.49	0.73	0.75	0.66	1.27	1.29	0.78	0.73	0.56	1.07	1.38	1.15	0.63	0.6
1974	0.38	0.38	0.3	0.16	0.36	0.54	0.82	0.41	0.33	0.39	0.79	0.8	0.57	0.43	0.33	0.48	1.15	0.72	0.52	0.43
1975	0.8	0.72	0.35	0.28	0.69	0.99	1.4	0.86	0.46	0.69	1.06	1.05	0.74	0.7	0.63	0.76	1.68	1.08	0.91	0.67
1976	0.62	0.48	0.36	0.24	0.35	0.62	1.04	0.66	0.3	0.4	0.83	0.88	0.59	0.42	0.39	0.52	1.09	0.86	0.61	0.44
1977	0.82	0.67	0.53	0.31	0.72	0.73	1.31	0.8	0.51	0.63	0.99	0.93	0.97	0.79	0.85	0.92	1.63	1.41	0.87	0.58
1978	0.4	0.41	0.44	0.16	0.61	0.67	1	0.62	0.38	0.53	0.95	0.83	0.55	0.53	0.79	0.74	1.7	1.22	0.84	0.48
1979	0.78	0.47	0.53	0.21	0.66	0.89	1.07	0.81	0.49	0.72	1.11	0.89	0.56	0.69	0.83	0.98	1.43	1.46	1.12	0.55
1980	0.73	0.52	0.39	0.26	0.49	0.63	1.01	0.74	0.28	0.46	1.15	0.7	0.33	0.39	0.5	0.66	1.23	1.21	0.86	0.4
1981	0.94	0.53	0.51	0.33	0.71	0.82	1.45	1.09	0.49	0.62	1.27	0.84	0.54	0.74	0.67	0.78	1.25	1.55	1.01	0.66
1982	0.9	0.51	0.5	0.3	0.6	0.76	1.45	1.03	0.46	0.61	1.2	1.01	0.62	0.65	0.53	0.65	1.16	1.54	1	0.7
1983	0.9	0.66	0.69	0.65	0.95	0.93	2.23	1.39	0.79	0.78	1.21	1.08	0.84	0.64	0.65	0.7	1.49	1.91	1.61	1.04
1984	0.57	0.37	0.48	0.36	0.66	0.62	1.37	0.96	0.51	0.64	1	0.75	0.53	0.51	0.35	0.53	1.3	1.43	1.02	0.68
1985	0.57	0.44	0.49	0.42	0.71	0.75	1.39	0.95	0.79	0.59	0.87	0.65	0.55	0.57	0.45	0.74	1.5	1.43	1.13	0.68
1986	0.87	0.58	0.67	0.49	0.84	0.77	2.18	1.14	0.87	0.54	1.16	0.84	0.62	0.69	0.52	0.63	1.34	1.38	0.96	0.58
1987	0.73	0.65	0.42	0.4	0.65	0.77	1.98	1.11	0.82	0.48	1.12	0.85	0.59	0.69	0.55	0.52	1.32	1.44	1.01	0.54
1988	0.7	0.61	0.5	0.41	0.82	1.02	1.44	1.05	1.15	0.69	1.33	1.08	0.53	0.64	0.69	0.68	1.41	1.46	1.01	0.62
1989	0.54	0.53	0.33	0.38	0.7	0.77	1.1	0.85	0.91	0.58	0.99	0.77	0.44	0.53	0.52	0.47	1.32	1.08	0.82	0.45
1990	0.61	0.57	0.32	0.28	0.83	0.75	1.18	0.99	1	0.57	1.03	0.74	0.45	0.6	0.61	0.55	1.36	0.96	0.67	0.43
1991	0.74	0.64	0.3	0.35	0.76	0.7	1.12	0.89	0.83	0.67	1.04	0.77	0.52	0.55	0.6	0.54	1.02	0.92	0.63	0.49
1992	0.78	0.56	0.4	0.33	0.93	0.94	0.82	0.91	1.09	0.82	1.36	1.18	0.5	0.61	0.8	0.65	1.29	1.19	0.8	0.57
1993	0.7	0.61	0.33	0.4	0.88	0.77	0.87	0.77	1.07	0.75	1.35	1.02	0.33	0.45	0.89	0.61	0.94	0.92	0.59	0.55
1994	0.78	0.64	0.31	0.34	0.75	0.62	0.93	0.79	0.89	0.67	1.11	0.85	0.45	0.51	0.56	0.43	0.79	0.74	0.67	0.56
1995	0.77	0.59	0.31	0.31	0.75	0.6	0.68	0.67	0.91	0.65	1.19	0.96	0.45	0.52	0.61	0.44	0.71	0.88	0.74	0.59
1996	0.58	0.4	0.2	0.24	0.63	0.56	0.57	0.52	0.73	0.51	0.92	0.68	0.3	0.39	0.49	0.41	0.65	0.75	0.54	0.44
1997	0.63	0.55	0.24	0.2	0.71	0.63	0.73	0.51	0.79	0.53	0.99	0.74	0.35	0.36	0.61	0.47	0.69	0.72	0.66	0.57
1998	0.64	0.59	0.22	0.23	0.58	0.6	0.64	0.62	0.71	0.49	1.23	0.84	0.34	0.37	0.57	0.5	0.66	0.77	0.82	0.62
1999	0.85	0.68	0.15	0.18	0.55	0.48	0.8	0.7	0.7	0.38	1.14	0.74	0.26	0.32	0.52	0.4	0.75	0.67	0.78	0.49
2000	0.85	0.76	0.19	0.28	0.57	0.54	0.92	0.8	0.67	0.45	1.02	0.82	0.3	0.39	0.47	0.41	0.84	0.85	0.73	0.51
2001	0.72	0.62	0.18	0.26	0.55	0.57	0.65	0.67	0.59	0.44	0.92	0.61	0.25	0.3	0.64	0.48	0.87	0.75	0.88	0.47
2002	0.85	0.72	0.19	0.25	0.52	0.58	0.72	0.78	0.65	0.57	0.98	0.61	0.24	0.28	0.58	0.36	0.99	0.82	0.81	0.51
2003	0.65	0.51	0.19	0.19	0.53	0.53	0.62	0.54	0.55	0.46	0.74	0.74	0.29	0.24	0.48	0.28	0.78	0.7	0.83	0.57
2004	0.6	0.51	0.13	0.18	0.61	0.53	0.63	0.53	0.49	0.37	1.03	0.75	0.18	0.18	0.37	0.21	0.78	0.68	0.71	0.57
2005	0.66	0.53	0.17	0.22	0.53	0.55	0.66	0.55	0.51	0.45	1.04	0.78	0.21	0.22	0.47	0.29	0.86	0.98	0.91	0.56
2006	0.8	0.64	0.11	0.15	0.39	0.44	0.71	0.58	0.55	0.46	1.06	0.74	0.2	0.28	0.51	0.38	0.84	0.9	0.9	0.67
2007	0.7	0.55	0.17	0.17	0.38	0.5	0.54	0.48	0.6	0.41	1.22	0.85	0.27	0.38	0.5	0.42	0.64	0.83	0.86	0.59
2008	0.71	0.62	0.15	0.15	0.48	0.64	0.66	0.56	0.62	0.38	1.2	0.84	0.23	0.19	0.46	0.26	0.8	0.89	0.8	0.78
2009	0.67	0.56	0.09	0.09	0.36	0.47	0.55	0.54	0.51	0.36	0.97	0.82	0.21	0.2	0.41	0.28	0.77	0.9	0.61	0.7
2010	0.56	0.48	0.09	0.09	0.31	0.26	0.54	0.34	0.53	0.29	0.87	0.62	0.14	0.15	0.27	0.18	0.64	0.59	0.56	0.52
