# Büntgen - DolinaSuchejwody - PCAB - ITRDB POLA027
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/14002
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-14002.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola027-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; pola027-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/pola027.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/pola027.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Büntgen - DolinaSuchejwody - PCAB - ITRDB POLA027
#--------------------
# Investigators
#   Investigators: Büntgen, U.(https://orcid.org/0000-0002-3821-0818); Kaszka, R.; Esper, J.(https://orcid.org/0000-0003-3919-014X); Frank, D.C.(https://orcid.org/0000-0001-5463-5640); Verstege, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Tree Physiology
#   Published_Title: Growth/climate response of a multi-species tree-ring network in the Western Carpathian Tatra Mountains, Poland and Slovakia
#   Published_Date_or_Year: 2007
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1093/treephys/27.5.689
#   Full_Citation: Büntgen, U., D.C. Frank, R.J. Kaczka, A. Verstege, T. Zwijacz-Kozica, and J. Esper. 2007. Growth/climate response of a multi-species tree-ring network in the Western Carpathian Tatra Mountains, Poland and Slovakia. 
Tree Physiology 27: 689-702
1724	NA	NA	NA	NA	0.61	NA	NA	NA	NA	0.76	NA	0.7	NA	0.32	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	0.67	NA	NA	NA
1725	NA	NA	NA	NA	0.58	NA	NA	NA	NA	0.81	NA	0.69	NA	0.17	1.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29	1.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	0.59	NA	NA	NA
1726	NA	NA	NA	NA	0.61	NA	NA	NA	NA	1.09	NA	1.2	NA	0.19	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	0.87	NA	NA	NA
1727	NA	NA	NA	NA	0.77	NA	NA	NA	NA	1.29	NA	0.96	NA	0.2	1.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39	1.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	0.44	NA	NA	NA
1728	NA	NA	NA	NA	0.7	NA	NA	NA	NA	1.37	NA	0.94	NA	0.28	1.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.86	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	0.66	NA	NA	NA
1729	NA	NA	NA	NA	0.47	NA	NA	NA	NA	0.73	NA	0.76	NA	0.31	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.44	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	0.51	NA	NA	NA
1730	NA	NA	NA	NA	0.49	NA	NA	NA	NA	0.97	NA	1.03	NA	0.32	1.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	1.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45	1.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	0.54	NA	NA	NA
1731	NA	NA	NA	NA	0.74	NA	NA	NA	NA	0.74	NA	0.8	NA	0.27	1.29	NA	NA	NA	NA	NA	0.39	NA	NA	NA	NA	1.47	1.14	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	0.48	NA	NA	NA
1732	NA	NA	NA	NA	0.9	NA	NA	NA	NA	0.72	NA	0.83	NA	0.3	1.1	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA	1.55	1.06	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0.4	NA	NA	NA
1733	NA	NA	NA	NA	0.6	NA	NA	NA	NA	0.83	NA	0.81	NA	0.18	1.11	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA	1.3	0.6	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	0.48	NA	NA	NA
1734	NA	NA	NA	NA	0.57	NA	NA	NA	NA	0.36	NA	0.77	NA	0.34	1.36	NA	NA	NA	NA	NA	0.79	NA	NA	NA	0.93	1.5	0.6	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26	1.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	0.62	NA	NA	NA
1735	NA	NA	NA	NA	0.63	NA	NA	NA	NA	0.41	NA	0.74	NA	0.24	1.28	NA	NA	NA	NA	NA	1.18	NA	NA	NA	0.98	1.94	0.59	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.52	NA	NA	NA
1736	NA	NA	NA	NA	0.7	NA	NA	NA	NA	0.26	NA	0.63	NA	0.25	0.91	NA	NA	NA	NA	NA	0.9	NA	NA	NA	1.03	1.47	0.47	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11	1.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	0.46	NA	NA	NA
1737	NA	NA	NA	NA	0.62	NA	NA	NA	NA	0.09	NA	0.7	NA	0.33	0.98	NA	NA	NA	NA	NA	1.19	NA	NA	NA	0.89	1.89	0.67	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14	1.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35	0.44	NA	NA	NA
1738	NA	NA	NA	NA	0.8	NA	NA	NA	NA	0.3	NA	0.73	NA	0.43	1	NA	NA	NA	NA	NA	1.32	NA	NA	NA	0.73	1.53	0.47	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.98	1.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.46	NA	NA	NA
1739	NA	NA	NA	NA	1.06	NA	NA	NA	NA	0.24	NA	0.92	NA	0.65	1.2	NA	NA	NA	NA	NA	1.32	NA	NA	NA	0.92	1.3	0.6	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	0.51	NA	NA	NA
1740	NA	NA	NA	NA	1	NA	NA	NA	NA	0.27	NA	0.72	NA	0.44	0.92	NA	NA	NA	NA	NA	1.24	NA	NA	NA	0.66	0.75	0.66	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	0.38	NA	NA	NA
1741	NA	NA	NA	NA	0.86	NA	NA	NA	NA	0.26	NA	0.4	NA	0.3	0.76	NA	NA	NA	NA	NA	1.16	0.54	NA	NA	0.36	0.4	0.81	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	0.3	NA	NA	NA
1742	NA	NA	NA	NA	0.74	NA	NA	NA	NA	0.41	1.33	0.7	NA	0.355	1.01	1.11	NA	NA	NA	NA	1.33	0.35	NA	NA	0.35	0.36	1.26	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	0.58	NA	NA	NA
1743	NA	NA	NA	NA	0.73	NA	NA	NA	NA	0.28	1.2	0.66	NA	0.36	1.05	1.34	NA	NA	NA	NA	0.84	0.4	NA	NA	0.4	0.5	0.83	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	0.47	NA	NA	NA
1744	NA	NA	NA	NA	0.35	NA	NA	NA	NA	0.09	0.64	0.4	NA	0.24	0.79	0.97	NA	NA	NA	NA	0.43	0.27	NA	NA	0.34	0.3	1.06	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	0.31	NA	NA	NA
1745	NA	NA	NA	NA	0.74	NA	NA	NA	NA	0.15	1.06	0.53	NA	0.39	1.11	1.4	NA	NA	NA	NA	0.44	0.33	NA	NA	0.5	0.38	1.15	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	0.57	NA	NA	NA
1746	NA	NA	NA	NA	0.53	NA	NA	NA	NA	0.24	1.33	0.52	NA	0.41	1.22	1.18	NA	NA	NA	NA	0.61	0.86	NA	NA	0.58	0.53	0.711	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	0.74	NA	NA	NA
1747	NA	NA	NA	NA	0.65	NA	NA	NA	NA	0.34	1.23	0.5	NA	0.38	1.31	0.92	NA	NA	NA	NA	1.07	0.98	NA	NA	0.64	0.73	1.016	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	0.73	NA	NA	NA
1748	NA	NA	NA	NA	0.57	NA	NA	NA	NA	0.54	1.77	0.76	NA	0.61	1.5	1.38	NA	NA	NA	NA	1.43	1.43	NA	NA	0.92	1.04	1.27	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	0.74	NA	NA	NA
1749	NA	NA	NA	NA	0.58	NA	NA	NA	NA	0.55	1.3	0.49	NA	0.37	1.06	0.98	NA	NA	NA	NA	1.21	1.58	NA	NA	0.62	0.79	1.22	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	1.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	0.6	NA	NA	NA
1750	NA	NA	NA	NA	0.7	NA	NA	NA	NA	0.56	1.26	0.6	NA	0.53	1.34	1.17	NA	NA	NA	NA	1.15	1.28	NA	NA	0.61	0.92	1.07	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	0.56	NA	NA	NA
1751	NA	NA	NA	NA	0.494	NA	NA	NA	NA	0.39	0.73	0.28	NA	0.24	0.85	1.03	NA	NA	NA	NA	0.88	1.98	NA	NA	0.41	0.82	0.96	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	1.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	0.3	NA	NA	NA
1752	NA	NA	NA	NA	0.666	NA	NA	NA	NA	0.54	1.42	0.54	NA	0.58	1.48	1.39	NA	NA	NA	NA	1.22	1.483	NA	NA	0.45	0.91	1.12	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	0.56	NA	NA	NA
1753	NA	NA	NA	NA	0.537	NA	NA	NA	0.79	0.24	1.27	0.36	NA	0.48	1.42	1.18	NA	NA	NA	NA	0.78	0.6	NA	NA	0.34	0.62	1.03	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0.56	NA	NA	NA
1754	NA	NA	NA	NA	0.659	NA	NA	NA	1.17	0.42	1.57	0.56	NA	0.56	1.4	1.47	NA	NA	NA	NA	0.83	0.69	NA	NA	0.42	0.89	1.45	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	1.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.62	NA	NA	NA
1755	NA	NA	NA	NA	0.51	NA	NA	NA	0.67	0.38	1.39	0.5	NA	0.44	1.07	1.37	NA	NA	NA	NA	0.91	0.73	NA	NA	0.34	0.43	1.19	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	0.54	NA	NA	NA
1756	NA	NA	NA	NA	0.57	NA	NA	NA	0.44	0.33	1.09	0.54	NA	0.34	0.79	1.07	NA	NA	NA	NA	0.92	1.32	NA	NA	0.27	0.35	1.47	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	0.49	NA	NA	NA
1757	NA	NA	NA	NA	0.61	NA	NA	NA	0.45	0.4	1	0.46	NA	0.23	0.75	0.65	NA	NA	NA	NA	0.98	1.89	NA	NA	0.22	0.23	1.18	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35	0.4	NA	NA	NA
1758	NA	NA	NA	NA	0.61	NA	NA	NA	0.53	0.59	0.94	0.47	NA	0.22	0.85	0.75	NA	NA	NA	NA	0.92	0.91	NA	NA	0.29	0.24	0.98	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	0.39	NA	NA	NA
1759	NA	NA	NA	NA	0.68	NA	NA	NA	0.76	0.72	1.34	0.57	NA	0.3	1.22	1.13	NA	NA	NA	NA	1.28	0.95	NA	NA	0.43	0.31	0.84	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	0.7	NA	NA	NA
1760	NA	NA	NA	NA	0.78	NA	NA	NA	1.01	0.56	1.44	0.64	NA	0.34	1.28	1.11	NA	NA	NA	NA	1.23	0.96	NA	NA	0.54	0.32	1.17	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	1.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	1	NA	NA	NA
1761	NA	NA	0.83	NA	0.68	NA	NA	NA	0.58	0.3	1.22	0.66	NA	0.34	1.09	1.13	NA	NA	NA	NA	1	0.89	NA	NA	0.46	0.28	1.03	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	1.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.85	NA	NA	NA
1762	NA	NA	0.88	0.93	0.45	NA	NA	NA	0.41	0.25	1.16	0.64	NA	0.3	0.81	0.62	NA	NA	NA	NA	0.8	0.71	1.6	NA	0.4	0.22	0.71	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38	0.64	NA	NA	NA
1763	NA	NA	1.01	1.02	0.53	NA	NA	NA	0.52	0.28	1.53	0.72	NA	0.38	0.89	0.84	NA	NA	NA	NA	0.69	0.78	1.5	NA	0.35	0.26	0.76	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	1.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.68	NA	NA	NA
1764	NA	NA	0.86	0.91	0.43	NA	NA	NA	0.52	0.32	0.95	0.6	NA	0.39	0.68	0.76	NA	NA	NA	NA	0.57	0.63	1.45	NA	0.42	0.28	0.81	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35	0.63	NA	NA	NA
1765	NA	NA	1.01	1.06	0.39	NA	NA	NA	0.45	0.27	1.2	0.52	NA	0.24	0.64	0.78	NA	NA	NA	NA	0.51	0.41	1.31	NA	0.45	0.31	1.11	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	0.62	NA	NA	NA
1766	NA	NA	1.27	1.15	0.43	NA	NA	NA	0.75	0.4	1.4	0.58	NA	0.31	0.74	1.04	NA	NA	NA	NA	0.76	0.35	1.37	NA	0.57	0.56	0.7	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	0.73	NA	NA	NA
1767	NA	NA	1.35	1.42	0.67	NA	NA	NA	0.99	0.56	1.65	0.68	NA	0.36	1.01	1.45	NA	NA	NA	NA	0.96	0.66	1.74	NA	0.64	0.87	0.33	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	1.03	NA	NA	NA
1768	NA	NA	1.55	1.4	0.72	NA	NA	NA	1.13	0.71	1.49	0.49	NA	0.25	0.99	1.34	NA	NA	NA	NA	0.99	0.65	1.65	NA	0.57	1.25	0.53	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	1.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	1.18	NA	NA	NA
1769	NA	NA	1.37	0.52	0.62	NA	NA	NA	0.91	0.6	1.3	0.41	NA	0.26	0.69	1.25	NA	NA	NA	NA	0.74	0.59	1.56	NA	0.41	1.14	0.43	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34	0.96	NA	NA	NA
1770	NA	NA	1.56	0.91	0.58	NA	NA	NA	0.97	0.59	1.16	0.46	NA	0.33	0.71	1.24	NA	NA	NA	NA	0.72	0.66	1.35	NA	0.47	1.15	0.22	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	1.12	NA	NA	NA
1771	NA	NA	1.53	1.03	0.68	NA	NA	NA	1.12	0.59	1.21	0.47	NA	0.37	0.81	1.57	NA	NA	NA	NA	0.85	0.93	1.49	NA	0.48	1.26	0.37	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	1.04	NA	NA	NA
1772	NA	NA	1.29	1.16	0.51	NA	NA	NA	0.87	0.44	0.97	0.4	NA	0.36	0.54	1.35	NA	NA	NA	NA	0.52	0.62	1.49	NA	0.4	0.97	0.42	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	0.79	NA	NA	NA
1773	NA	NA	1.62	1.46	0.63	NA	NA	NA	1.34	0.56	1.19	0.51	NA	0.4	0.71	1.79	NA	NA	NA	NA	0.78	0.65	1.04	NA	0.42	1.07	0.63	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	0.92	NA	NA	NA
1774	NA	NA	1.4	1.17	0.64	NA	NA	NA	1.17	0.54	1.06	0.57	NA	0.35	0.61	1.65	NA	NA	NA	NA	0.72	0.54	1.43	NA	0.34	1	0.77	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	0.79	NA	NA	NA
1775	NA	NA	1.28	0.83	0.74	NA	NA	NA	0.74	0.7	0.91	0.55	NA	0.31	0.82	1.61	NA	0.64	NA	NA	0.88	0.76	1.16	NA	0.31	0.92	0.97	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	0.96	NA	NA	NA
1776	NA	NA	1.61	0.85	0.62	NA	NA	NA	0.65	0.79	0.89	0.57	NA	0.22	0.61	1.35	NA	0.56	NA	NA	0.74	0.6	1.1	NA	0.2	0.78	1.22	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	0.75	NA	NA	NA
1777	NA	NA	1.72	0.81	0.8	NA	NA	NA	0.8	0.97	0.91	0.65	NA	0.29	0.61	2.06	NA	0.95	NA	NA	1	0.76	0.94	NA	0.29	1.2	0.76	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	1.02	NA	NA	NA
1778	NA	NA	1.71	0.77	0.9	NA	NA	NA	0.97	1.12	1.14	0.8	NA	0.41	0.63	2.6	NA	1.04	NA	NA	1.23	0.89	1.21	NA	0.34	1.17	1.11	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	1.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	1.18	NA	NA	1.22
1779	NA	NA	1.35	0.58	0.58	0.64	NA	NA	0.61	0.64	0.7	0.55	NA	0.31	0.51	1.49	NA	1.03	NA	NA	0.77	0.51	0.98	NA	0.32	0.94	1.1	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	0.81	NA	NA	2.31
1780	NA	NA	1.26	0.76	0.58	0.63	NA	NA	0.77	0.81	0.87	0.79	0.56	0.37	0.47	1.28	NA	0.97	NA	NA	0.81	0.45	0.93	NA	0.36	0.86	1.31	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	0.76	NA	NA	3.25
1781	NA	NA	1.1	0.68	0.74	0.67	NA	NA	0.81	0.77	0.81	0.8	0.78	0.25	0.61	1.3	NA	1.3	NA	NA	0.69	0.46	1.23	1.16	0.32	0.85	0.88	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	1.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	0.79	NA	NA	2.92
1782	NA	NA	1.13	0.6	0.52	0.51	NA	NA	0.35	0.42	0.59	0.63	0.47	0.18	0.41	0.85	NA	0.88	NA	NA	0.46	0.28	0.85	0.82	0.21	0.42	0.5	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	0.57	NA	NA	2.05
1783	NA	NA	1.6	0.92	0.54	0.62	NA	NA	0.19	0.26	0.66	0.59	0.66	0.19	0.42	1	NA	0.87	NA	NA	0.55	0.39	1.24	1.11	0.35	0.57	1.05	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0.61	NA	NA	2.5
1784	NA	NA	1.88	1.14	0.54	0.62	NA	NA	0.28	0.3	0.73	0.63	0.66	0.33	0.49	1.16	1.92	0.99	NA	NA	0.7	0.45	1.53	1.37	0.41	0.82	1.37	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	0.75	NA	NA	2.64
1785	NA	NA	1.48	0.77	0.59	0.56	NA	NA	0.29	0.27	0.56	0.47	0.46	0.28	0.44	0.84	1.71	0.86	NA	NA	0.52	0.29	1.09	1.11	0.39	0.61	0.89	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	0.75	NA	NA	2.59
1786	NA	NA	1.51	0.87	0.62	0.56	NA	NA	0.58	0.33	0.62	0.61	0.41	0.28	0.44	0.75	1.62	0.7	NA	NA	0.59	0.33	0.93	0.99	0.37	0.59	1.06	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	0.75	NA	NA	2.5
1787	NA	NA	1.36	0.95	0.61	0.65	NA	NA	0.62	0.38	0.78	0.65	0.38	0.33	0.47	0.65	1.81	0.65	NA	NA	0.72	0.36	0.87	0.85	0.44	0.64	0.85	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	0.63	NA	NA	2.29
