# Hughes - Khillanmarg - ABPI - ITRDB INDI003
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3569
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3569.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi003n-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; indi003n-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi003n.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/indi003n.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Hughes - Khillanmarg - ABPI - ITRDB INDI003
#--------------------
# Investigators
#   Investigators: Hughes, M.K.(https://orcid.org/0000-0003-1062-3167)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Khillanmarg
#   Location: Jammu and Kashmir
#   Northernmost_Latitude: 35.08
#   Southernmost_Latitude: 35.08
#   Easternmost_Longitude: 74.33
#   Westernmost_Longitude: 74.33
#   Elevation_m: 3125
#--------------------
# Data_Collection
#   Collection_Name: INDI003
#   First_Year: 1608
#   Last_Year: 1980
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  minimum density
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies pindrow (Royle ex D. Don) Royle
#   Common_Name: Himalayan silver fir
#   Tree_Species_Code: ABPI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## K2080_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K2080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K2079_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K2079; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K2077_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K2077; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K2074_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K2074; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K2072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K2072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K2071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K2071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K2070_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K2070; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K2073_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K2073; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K2075_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K2075; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K2076_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K2076; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## K2081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: K2081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	K2080_raw	K2079_raw	K2077_raw	K2074_raw	K2072_raw	K2071_raw	K2070_raw	K2073_raw	K2075_raw	K2076_raw	K2081_raw
1875	3.68	3.38	2.85	3.8	4.38	3.72	3.04	NA	3.31	3.11	3.96
1876	3.82	3.33	2.67	3.44	3.58	3.81	2.7	3.65	3.28	2.88	4.01
1877	3.77	3.24	2.62	3.48	4.15	3.85	2.6	3.45	3.21	2.96	3.96
1878	3.54	3.38	2.48	3.71	4.15	3.99	0	4.08	3.35	3.15	3.96
1879	3.77	3.19	2.76	3.66	4.33	3.94	0	4.01	3.21	3.03	3.72
1880	3.92	3.29	2.81	3.93	4.51	4.08	0	3.85	3.35	2.8	4.01
1881	3.35	3.33	2.76	4.02	4.6	4.12	0	3.89	3.35	3.07	4.1
1882	3.21	3.71	2.67	3.75	4.33	3.9	0	3.57	3.13	2.96	4.2
1883	3.4	3.47	2.86	3.66	4.15	4.26	0	3.65	3.24	2.84	4.2
1884	3.26	3.29	3	3.57	4.02	3.9	0	3.53	2.99	2.64	4.15
1885	3.63	3.33	3.09	3.53	4.29	3.85	0	3.53	3.1	2.76	4.2
1886	2.79	3.38	3.09	3.25	4.24	4.12	0	3.21	3.17	2.72	3.76
1887	3.4	3.29	3.18	2.71	4.38	4.03	0	3.21	3.17	2.76	3.96
1888	3.49	3.38	3.23	3.48	4.29	3.9	0	2.97	3.13	2.88	4.2
1889	3.4	3.43	3.23	3.44	4.33	4.21	0	3.45	3.24	2.92	4.39
1890	3.21	3.24	3.09	3.25	4.15	4.17	0	3.53	3.21	2.8	4.2
1891	3.35	3.1	2.91	3.3	4.15	3.94	0	3.29	2.99	2.8	4.1
1892	3.49	3.29	3	3.25	4.29	3.99	0	3.33	2.75	2.76	3.76
1893	3.21	3.19	3.18	3.25	4.82	3.76	0	3.33	3.06	2.92	4.15
1894	3.21	3.05	3.23	3.25	4.38	3.58	0	3.29	3.1	2.64	3.91
1895	3.26	3.1	3.41	3.39	4.55	3.81	0	3.37	3.03	2.76	4.15
1896	3.77	3.19	5.92	3.53	4.86	3.67	0	3.49	3.13	2.68	4.1
1897	3.54	3.1	3.05	3.39	3.93	3.94	0	2.73	3.06	2.36	4.3
1898	3.68	3.33	3.18	3.53	4.29	3.94	0	3.21	3.21	2.72	4.2
1899	3.45	3.05	3.05	3.39	4.06	4.17	0	3.25	2.89	2.68	4.15
1900	3.54	3.33	3.14	3.8	4.46	NA	0	3.45	3.17	2.76	4.2
1901	3.49	3.33	3.05	3.62	4.15	NA	0	3.57	3.06	2.6	4.05
1902	3.63	3.47	3.14	3.39	4.15	NA	0	3.61	2.96	2.52	0.97
1903	2.74	3.29	2.86	3.48	4.11	NA	0	3.41	2.89	2.52	4.01
1904	3.49	3.38	3.09	3.34	3.98	NA	0	3.65	3.28	2.6	4.05
1905	2.6	3.43	2.95	3.3	3.93	NA	0	3.69	3.21	2.29	3.91
1906	3.12	3.57	3.14	3.34	3.89	NA	0	3.49	3.21	2.4	4.2
1907	3.31	3.43	3.23	3.39	3.89	NA	0	3.57	3.28	2.64	4.2
1908	3.4	3.29	3.41	3.44	3.62	NA	0	3.57	3.45	2.68	4.25
1909	3.35	3.14	3.27	3.57	3.75	NA	0	3.65	3.49	2.72	4.1
1910	2.7	3.1	3.46	3.62	3.66	NA	0	3.49	3.31	2.72	4.3
1911	3.31	3.29	3.37	3.71	3.84	NA	0	3.57	3.38	2.72	4.44
1912	3.73	3.47	3.55	3.66	4.02	NA	0	3.37	3.45	2.76	4.54
1913	3.73	3.19	3.27	3.34	3.93	NA	0	3.25	3.24	2.76	4.05
1914	3.35	3.19	3.32	3.34	3.89	NA	0	3.33	3.24	2.68	4.01
1915	3.63	3.24	3.23	3.71	3.89	NA	0	3.29	3.24	2.72	4.34
1916	3.92	3.19	3.5	3.53	3.98	NA	0	3.49	3.38	3.11	4.25
1917	3.63	3.29	3.18	3.21	2.95	NA	0	3.21	2.99	2.8	3.67
1918	2.98	3.29	3.18	3.34	3.93	NA	0	3.17	3.03	2.72	3.62
1919	3.4	3.14	3.23	3.3	3.75	NA	0	3.41	3.31	2.8	4.15
1920	3.49	3.24	3.27	3.53	4.2	NA	0	3.41	3.24	2.88	0.39
1921	3.73	3.38	3.23	3.57	4.38	NA	0	3.57	3.28	2.8	3.81
1922	3.4	3.24	3.05	3.44	4.06	NA	0	3.25	3.31	2.68	3.91
1923	3.35	3.29	3.14	3.57	4.38	NA	0	3.29	3.49	2.6	3.96
1924	3.54	3.29	3.37	3.48	4.29	NA	0	3.29	3.45	2.76	3.96
1925	3.68	3.33	3.32	3.53	3.93	NA	2.89	3.45	3.06	2.68	4.15
1926	2.79	3.19	3.27	3.48	4.15	NA	2.79	2.97	2.92	2.56	3.96
1927	3.59	3.29	3.14	3.48	4.55	NA	3.09	2.93	3.06	2.64	4.1
1928	3.54	3.38	3.41	3.57	4.29	NA	3.28	3.53	3.1	2.72	4.2
1929	3.54	3.33	3.32	3.53	4.55	NA	3.18	3.65	3.17	2.6	4.25
1930	3.35	3.24	3.14	3.84	4.95	NA	3.09	3.49	3.31	2.72	3.96
1931	3.45	3.24	3.09	3.57	3.75	NA	3.14	3.25	3.1	2.64	3.86
1932	3.59	3.19	3.32	3.75	3.98	NA	3.04	2.89	3.31	2.96	3.96
1933	3.45	3.47	3.5	3.84	3.89	NA	3.04	3.21	3.31	2.76	4.2
1934	3.45	3.76	3.73	3.89	4.6	NA	3	3.49	3.49	2.88	4.39
1935	3.35	3.38	3.18	3.71	3.98	NA	3.18	3.45	3.42	2.64	0.82
1936	3.35	3.47	3.41	3.62	4.29	NA	2.59	3.65	3.42	2.76	3.76
1937	3.49	3.52	3.46	3.48	4.24	NA	2.44	3.61	3.45	2.8	4.25
1938	3.54	3.38	3.55	3.25	4.38	NA	2.25	3.41	3.42	2.8	4.05
1939	3.45	3.62	3.32	3.62	4.29	NA	2.34	3.57	3.45	2.8	3.96
1940	3.49	3.43	3.37	3.48	3.8	NA	2.49	3.29	2.96	2.88	3.72
1941	3.54	3.47	3.64	3.34	3.75	NA	2.34	3.33	3.35	2.84	3.76
1942	3.59	3.29	3.46	3.39	3.8	NA	2.39	3.29	3.24	2.64	0.87
1943	3.54	3.38	3.41	3.44	3.89	NA	2.93	3.17	3.24	2.88	3.96
1944	3.59	3.24	3.23	3.44	3.66	NA	2.49	2.97	3.1	2.68	3.52
1945	3.63	3.62	3.37	3.53	3.49	NA	2.44	3.29	3.49	2.68	3.86
1946	2.74	3.38	3.05	3.07	4.29	NA	2.73	3.05	3.28	2.68	3.57
1947	3.49	3.38	3.14	2.76	4.33	NA	2.39	3.21	3.24	2.64	3.67
1948	3.68	3.29	3.23	3.25	3.4	NA	2.49	3.05	3.49	2.64	3.96
1949	3.92	3.43	3.32	3.16	3.62	NA	2.49	3.01	3.31	3.23	3.81
1950	3.73	3.33	3.14	2.98	3.71	NA	2.59	3.17	3.45	2.6	3.81
1951	3.87	3.43	3.27	3.25	3.8	NA	3.03	3.41	3.49	2.64	4.01
1952	3.49	3.29	3.27	3.3	3.98	NA	3.03	3.65	3.56	2.72	0.92
1953	3.87	3.38	3.37	3.21	4.06	NA	2.69	3.69	3.66	2.68	4.34
1954	3.54	3.14	3.14	3.71	3.53	NA	2.44	3.61	3.56	2.88	4.73
1955	3.82	3.47	3.41	3.98	4.11	NA	2.78	3.81	3.59	2.84	3.81
1956	3.45	3.05	3.41	3.75	4.2	NA	3.42	3.73	3.45	2.72	3.72
1957	3.77	3.43	3.46	3.62	4.42	NA	3.37	3.93	3.52	2.96	3.43
1958	3.54	3.1	3.37	4.16	4.11	NA	2.78	3.81	3.28	2.92	2.9
1959	3.73	3.29	3.41	3.62	4.24	NA	2.59	3.49	3.45	3.03	3.33
1960	2.7	3.29	3.5	3.53	3.98	NA	3.62	3.61	3.21	3.07	3.28
1961	3.92	2.91	3.37	3.48	4.33	NA	3.03	3.57	3.35	3.15	3.33
1962	3.77	3.43	3.5	3.25	4.24	NA	2.93	3.61	3.21	3.19	3.38
1963	3.82	3.29	3.41	3.62	4.38	NA	3.08	3.69	3.49	3.03	3.43
1964	3.77	3.19	3.46	3.62	4.73	NA	2.54	3.77	3.38	2.99	3.62
1965	1.62	3.33	3.37	3.34	4.77	NA	3.57	3.69	3.35	2.99	3.48
1966	3.96	3.38	3.64	2.71	4.33	NA	3.57	3.65	3.49	2.96	3.43
1967	3.77	3.14	3.32	3.16	4.11	NA	3.62	3.53	3.13	2.8	3.09
1968	3.92	3.1	3.59	3.07	4.51	NA	4.06	3.49	3.52	3.27	3.43
1969	4.01	3.14	3.68	3.21	4.33	NA	4.01	3.81	3.59	3.11	3.67
1970	3.73	3	3.46	3.3	4.33	NA	3.81	3.49	3.38	3.07	3.43
1971	3.92	3	3.41	3.25	4.51	NA	3.62	3.53	3.35	3.19	3.48
1972	4.01	3.14	3.55	3.21	4.11	NA	4.01	3.41	3.38	3.19	3.52
1973	4.01	2.91	3.5	2.89	4.11	NA	3.47	3.29	3.56	3.19	2.7
1974	4.06	3.1	3.41	3.03	4.29	NA	4.15	3.41	3.35	3.23	2.7
1975	4.01	2.86	3.41	2.71	4.42	NA	3.71	3.45	3.35	3.19	0.58
1976	4.9	3.05	3.41	3.03	3.89	NA	3.96	3.13	3.24	3.15	2.56
1977	3.82	3	3.59	3.12	4.38	NA	3.66	3.69	3.49	3.39	3.14
1978	4.29	2.77	3.32	3.03	3.98	NA	3.66	3.41	3.24	2.92	3.23
1979	4.01	3.1	3.55	3.12	4.29	NA	3.96	3.77	3.56	2.99	3.28
1980	3.63	2.96	3.37	3.03	3.98	NA	3.86	3.33	3.42	2.76	3.23
